item_id,item_name,description,category,location,status
475,textbook,found textbook with with zipper in classroom,book,classroom,found
476,glasses,glasses located in parking area area,accessory,parking area,found
477,earbuds,earbuds of blue color found in bus stop,electronics,bus stop,lost
478,backpack,brown leather backpack with zipper near parking area,bag,parking area,found
479,phone,phone located in library area,phone,library,lost
480,water bottle,white water bottle spotted at classroom,accessory,classroom,found
481,earbuds,silver rubber earbuds in good condition near parking area,electronics,parking area,lost
482,tablet,brown plastic tablet seen around parking area,electronics,parking area,found
483,wallet,wallet located in bus stop area,wallet,bus stop,found
484,earbuds,green leather earbuds with logo near parking area,electronics,parking area,lost
485,watch,green watch spotted at auditorium,accessory,auditorium,found
486,glasses,purple plastic glasses seen around parking area,accessory,parking area,found
487,umbrella,green fabric umbrella seen around cafeteria,accessory,cafeteria,found
488,umbrella,green umbrella spotted at library,accessory,library,lost
489,water bottle,found water bottle with with two pockets in parking area,accessory,parking area,lost
490,tablet,silver leather tablet in good condition near bus stop,electronics,bus stop,lost
491,tablet,yellow rubber tablet with zipper near playground,electronics,playground,found
492,pen drive,pen drive of white color found in canteen,electronics,canteen,found
493,umbrella,umbrella possibly left in classroom,accessory,classroom,lost
494,keys,keys of brown color found in cafeteria,accessory,cafeteria,lost
495,water bottle,purple water bottle spotted at library,accessory,library,lost
496,handbag,handbag of purple color found in classroom,bag,classroom,lost
497,keys,found keys with slightly damaged in computer lab,accessory,computer lab,lost
498,id card,brown id card spotted at canteen,document,canteen,lost
499,tablet,tablet possibly left in library,electronics,library,found
500,textbook,purple rubber textbook seen around corridor,book,corridor,lost
501,charger,purple colored charger near corridor,electronics,corridor,found
502,backpack,backpack of yellow color found in classroom,bag,classroom,found
503,handbag,plastic handbag with logo around auditorium,bag,auditorium,found
504,handbag,found handbag with with name written in auditorium,bag,auditorium,found
505,charger,lost blue charger close to cafeteria,electronics,cafeteria,found
506,textbook,found textbook with with zipper in parking area,book,parking area,found
507,calculator,leather calculator in good condition around playground,electronics,playground,lost
508,wallet,lost grey wallet close to canteen,wallet,canteen,found
509,id card,lost silver id card close to bus stop,document,bus stop,lost
510,backpack,backpack possibly left in playground,bag,playground,lost
511,keys,blue leather keys slightly damaged near playground,accessory,playground,lost
512,backpack,blue colored backpack near computer lab,bag,computer lab,lost
513,phone,grey phone spotted at parking area,phone,parking area,found
514,power bank,power bank located in classroom area,electronics,classroom,lost
515,textbook,leather textbook with stickers around computer lab,book,computer lab,found
516,power bank,green colored power bank near library,electronics,library,lost
517,glasses,yellow metal glasses slightly damaged near library,accessory,library,lost
518,phone,leather phone with zipper around library,phone,library,found
519,watch,metal watch with two pockets around bus stop,accessory,bus stop,lost
520,headphones,found headphones with with name written in playground,electronics,playground,lost
521,handbag,purple colored handbag near corridor,bag,corridor,lost
522,keys,black keys spotted at canteen,accessory,canteen,found
523,backpack,silver leather backpack with logo near computer lab,bag,computer lab,found
524,wallet,lost white wallet close to cafeteria,wallet,cafeteria,lost
525,backpack,yellow rubber backpack seen around auditorium,bag,auditorium,found
526,tablet,lost purple tablet close to library,electronics,library,lost
527,textbook,white textbook spotted at cafeteria,book,cafeteria,found
528,notebook,notebook located in playground area,stationery,playground,found
529,laptop,lost red laptop close to canteen,electronics,canteen,lost
530,umbrella,silver colored umbrella near library,accessory,library,lost
531,earbuds,purple colored earbuds near parking area,electronics,parking area,lost
532,glasses,metal glasses with logo around parking area,accessory,parking area,found
533,earbuds,black colored earbuds near library,electronics,library,lost
534,calculator,calculator located in library area,electronics,library,found
535,watch,found watch with with two pockets in canteen,accessory,canteen,lost
536,charger,lost red charger close to library,electronics,library,found
537,textbook,found textbook with slightly damaged in cafeteria,book,cafeteria,found
538,watch,purple watch spotted at canteen,accessory,canteen,lost
539,notebook,notebook possibly left in auditorium,stationery,auditorium,lost
540,headphones,red headphones spotted at bus stop,electronics,bus stop,lost
541,water bottle,water bottle possibly left in library,accessory,library,lost
542,glasses,purple metal glasses seen around auditorium,accessory,auditorium,lost
543,headphones,lost black headphones close to canteen,electronics,canteen,lost
544,pen drive,brown pen drive spotted at corridor,electronics,corridor,lost
545,wallet,fabric wallet with zipper around cafeteria,wallet,cafeteria,lost
546,notebook,black colored notebook near corridor,stationery,corridor,lost
547,charger,brown colored charger near parking area,electronics,parking area,found
548,umbrella,red leather umbrella with logo near classroom,accessory,classroom,found
549,umbrella,umbrella possibly left in classroom,accessory,classroom,found
550,charger,purple metal charger seen around library,electronics,library,found
551,headphones,white colored headphones near classroom,electronics,classroom,lost
552,earbuds,silver plastic earbuds seen around auditorium,electronics,auditorium,found
553,id card,id card located in corridor area,document,corridor,lost
554,textbook,textbook located in classroom area,book,classroom,lost
555,keys,keys possibly left in library,accessory,library,found
556,pen drive,pen drive of green color found in cafeteria,electronics,cafeteria,lost
557,wallet,wallet possibly left in cafeteria,wallet,cafeteria,lost
558,glasses,lost yellow glasses close to parking area,accessory,parking area,found
559,notebook,notebook possibly left in cafeteria,stationery,cafeteria,lost
560,id card,fabric id card with logo around auditorium,document,auditorium,lost
561,glasses,black colored glasses near auditorium,accessory,auditorium,found
562,watch,rubber watch with two pockets around classroom,accessory,classroom,lost
563,power bank,red leather power bank with two pockets near corridor,electronics,corridor,lost
564,notebook,purple colored notebook near auditorium,stationery,auditorium,found
565,power bank,green fabric power bank slightly damaged near parking area,electronics,parking area,found
566,textbook,plastic textbook with two pockets around canteen,book,canteen,lost
567,power bank,yellow plastic power bank in good condition near parking area,electronics,parking area,found
568,keys,white leather keys seen around bus stop,accessory,bus stop,lost
569,water bottle,brown water bottle spotted at library,accessory,library,found
570,headphones,headphones possibly left in parking area,electronics,parking area,found
571,umbrella,red fabric umbrella seen around parking area,accessory,parking area,found
572,keys,found keys with with scratches in cafeteria,accessory,cafeteria,lost
573,wallet,red leather wallet with two pockets near auditorium,wallet,auditorium,found
574,umbrella,green leather umbrella seen around classroom,accessory,classroom,found
575,notebook,black plastic notebook seen around corridor,stationery,corridor,found
576,phone,phone possibly left in library,phone,library,lost
577,power bank,silver fabric power bank seen around parking area,electronics,parking area,lost
578,tablet,lost brown tablet close to computer lab,electronics,computer lab,found
579,textbook,found textbook with with name written in classroom,book,classroom,found
580,earbuds,lost white earbuds close to playground,electronics,playground,found
581,id card,id card located in canteen area,document,canteen,found
582,glasses,found glasses with with zipper in canteen,accessory,canteen,found
583,water bottle,found water bottle with with name written in parking area,accessory,parking area,lost
584,phone,phone possibly left in auditorium,phone,auditorium,found
585,pen drive,found pen drive with with stickers in corridor,electronics,corridor,lost
586,charger,found charger with with name written in computer lab,electronics,computer lab,lost
587,calculator,lost grey calculator close to canteen,electronics,canteen,found
588,wallet,grey wallet spotted at classroom,wallet,classroom,found
589,wallet,lost yellow wallet close to bus stop,wallet,bus stop,found
590,glasses,found glasses with in good condition in canteen,accessory,canteen,lost
591,watch,red watch spotted at classroom,accessory,classroom,lost
592,textbook,grey colored textbook near cafeteria,book,cafeteria,lost
593,textbook,green textbook spotted at bus stop,book,bus stop,lost
594,headphones,plastic headphones with name written around playground,electronics,playground,found
595,watch,watch located in corridor area,accessory,corridor,found
596,backpack,lost black backpack close to canteen,bag,canteen,found
597,calculator,white metal calculator seen around classroom,electronics,classroom,found
598,earbuds,white leather earbuds seen around bus stop,electronics,bus stop,found
599,earbuds,white fabric earbuds seen around canteen,electronics,canteen,found
600,phone,green phone spotted at playground,phone,playground,lost
601,textbook,textbook located in library area,book,library,lost
602,watch,yellow leather watch seen around computer lab,accessory,computer lab,found
603,earbuds,red plastic earbuds with stickers near playground,electronics,playground,lost
604,pen drive,black fabric pen drive with name written near computer lab,electronics,computer lab,found
605,tablet,lost grey tablet close to library,electronics,library,found
606,phone,phone possibly left in playground,phone,playground,lost
607,umbrella,umbrella located in cafeteria area,accessory,cafeteria,found
608,umbrella,umbrella possibly left in library,accessory,library,lost
609,charger,blue colored charger near playground,electronics,playground,found
610,textbook,brown colored textbook near bus stop,book,bus stop,found
611,water bottle,white water bottle spotted at playground,accessory,playground,lost
612,glasses,glasses of white color found in parking area,accessory,parking area,found
613,notebook,found notebook with with zipper in playground,stationery,playground,found
614,umbrella,blue metal umbrella with zipper near bus stop,accessory,bus stop,lost
615,water bottle,green plastic water bottle with logo near playground,accessory,playground,found
616,handbag,green handbag spotted at cafeteria,bag,cafeteria,found
617,textbook,lost yellow textbook close to canteen,book,canteen,found
618,laptop,white fabric laptop with stickers near auditorium,electronics,auditorium,lost
619,water bottle,lost red water bottle close to bus stop,accessory,bus stop,lost
620,umbrella,brown rubber umbrella with scratches near canteen,accessory,canteen,lost
621,phone,found phone with slightly damaged in library,phone,library,lost
622,earbuds,metal earbuds with scratches around playground,electronics,playground,lost
623,watch,watch of black color found in auditorium,accessory,auditorium,lost
624,pen drive,pen drive of brown color found in classroom,electronics,classroom,found
625,phone,leather phone with logo around corridor,phone,corridor,lost
626,headphones,headphones possibly left in cafeteria,electronics,cafeteria,lost
627,wallet,leather wallet with name written around parking area,wallet,parking area,found
628,charger,leather charger slightly damaged around library,electronics,library,lost
629,headphones,silver plastic headphones with two pockets near parking area,electronics,parking area,found
630,notebook,notebook located in parking area area,stationery,parking area,found
631,wallet,wallet located in corridor area,wallet,corridor,found
632,umbrella,silver umbrella spotted at auditorium,accessory,auditorium,found
633,glasses,silver fabric glasses with scratches near corridor,accessory,corridor,found
634,headphones,grey colored headphones near canteen,electronics,canteen,found
635,handbag,blue colored handbag near canteen,bag,canteen,found
636,watch,blue metal watch seen around auditorium,accessory,auditorium,found
637,watch,watch located in computer lab area,accessory,computer lab,found
638,backpack,blue plastic backpack seen around parking area,bag,parking area,lost
639,laptop,red metal laptop seen around parking area,electronics,parking area,found
640,backpack,backpack possibly left in library,bag,library,lost
641,umbrella,blue umbrella spotted at classroom,accessory,classroom,found
642,backpack,brown backpack spotted at playground,bag,playground,lost
643,watch,lost purple watch close to playground,accessory,playground,lost
644,id card,yellow colored id card near parking area,document,parking area,lost
645,textbook,textbook of white color found in playground,book,playground,lost
646,earbuds,fabric earbuds in good condition around computer lab,electronics,computer lab,found
647,charger,charger possibly left in computer lab,electronics,computer lab,found
648,power bank,power bank possibly left in playground,electronics,playground,found
649,headphones,blue colored headphones near bus stop,electronics,bus stop,lost
650,calculator,calculator possibly left in computer lab,electronics,computer lab,lost
651,wallet,wallet possibly left in bus stop,wallet,bus stop,found
652,pen drive,pen drive located in parking area area,electronics,parking area,found
653,backpack,backpack possibly left in computer lab,bag,computer lab,found
654,notebook,metal notebook slightly damaged around library,stationery,library,lost
655,laptop,blue metal laptop with logo near parking area,electronics,parking area,found
656,pen drive,brown colored pen drive near computer lab,electronics,computer lab,found
657,backpack,brown fabric backpack seen around classroom,bag,classroom,found
658,earbuds,lost grey earbuds close to computer lab,electronics,computer lab,found
659,keys,lost black keys close to classroom,accessory,classroom,found
660,umbrella,umbrella possibly left in computer lab,accessory,computer lab,found
661,umbrella,umbrella possibly left in parking area,accessory,parking area,found
662,phone,green fabric phone slightly damaged near corridor,phone,corridor,found
663,id card,brown id card spotted at computer lab,document,computer lab,found
664,water bottle,water bottle located in auditorium area,accessory,auditorium,lost
665,power bank,leather power bank in good condition around bus stop,electronics,bus stop,lost
666,pen drive,pen drive possibly left in parking area,electronics,parking area,found
667,charger,brown fabric charger seen around corridor,electronics,corridor,lost
668,calculator,lost silver calculator close to canteen,electronics,canteen,found
669,laptop,brown fabric laptop in good condition near playground,electronics,playground,lost
670,laptop,purple fabric laptop seen around canteen,electronics,canteen,found
671,laptop,laptop of white color found in library,electronics,library,found
672,handbag,handbag located in computer lab area,bag,computer lab,lost
673,headphones,rubber headphones with zipper around classroom,electronics,classroom,found
674,watch,rubber watch in good condition around corridor,accessory,corridor,found
675,handbag,blue handbag spotted at classroom,bag,classroom,found
676,id card,blue metal id card seen around classroom,document,classroom,lost
677,watch,grey plastic watch seen around parking area,accessory,parking area,lost
678,charger,lost brown charger close to playground,electronics,playground,lost
679,water bottle,yellow colored water bottle near corridor,accessory,corridor,lost
680,power bank,power bank of yellow color found in library,electronics,library,lost
681,watch,found watch with in good condition in computer lab,accessory,computer lab,found
682,water bottle,water bottle possibly left in playground,accessory,playground,lost
683,handbag,handbag located in auditorium area,bag,auditorium,found
684,umbrella,fabric umbrella with two pockets around computer lab,accessory,computer lab,found
685,headphones,green rubber headphones seen around auditorium,electronics,auditorium,lost
686,backpack,backpack of green color found in canteen,bag,canteen,lost
687,earbuds,fabric earbuds with two pockets around cafeteria,electronics,cafeteria,found
688,earbuds,found earbuds with in good condition in classroom,electronics,classroom,found
689,power bank,power bank possibly left in classroom,electronics,classroom,found
690,watch,found watch with with name written in cafeteria,accessory,cafeteria,found
691,calculator,found calculator with with zipper in corridor,electronics,corridor,found
692,backpack,backpack of white color found in bus stop,bag,bus stop,found
693,backpack,black colored backpack near corridor,bag,corridor,found
694,water bottle,lost red water bottle close to playground,accessory,playground,lost
695,tablet,purple tablet spotted at parking area,electronics,parking area,found
696,phone,rubber phone with scratches around computer lab,phone,computer lab,lost
697,calculator,red plastic calculator seen around corridor,electronics,corridor,found
698,calculator,calculator possibly left in canteen,electronics,canteen,lost
699,textbook,textbook possibly left in corridor,book,corridor,found
700,glasses,found glasses with in good condition in library,accessory,library,lost
701,calculator,yellow leather calculator seen around library,electronics,library,lost
702,tablet,grey colored tablet near parking area,electronics,parking area,lost
703,id card,brown id card spotted at computer lab,document,computer lab,found
704,watch,silver plastic watch slightly damaged near corridor,accessory,corridor,found
705,phone,phone located in library area,phone,library,found
706,textbook,textbook located in playground area,book,playground,found
707,umbrella,black umbrella spotted at auditorium,accessory,auditorium,lost
708,id card,id card possibly left in auditorium,document,auditorium,found
709,pen drive,grey pen drive spotted at computer lab,electronics,computer lab,found
710,wallet,found wallet with with stickers in canteen,wallet,canteen,lost
711,notebook,white colored notebook near parking area,stationery,parking area,found
712,watch,brown rubber watch with scratches near bus stop,accessory,bus stop,found
713,keys,silver fabric keys slightly damaged near library,accessory,library,lost
714,keys,keys located in classroom area,accessory,classroom,found
715,notebook,white fabric notebook in good condition near computer lab,stationery,computer lab,found
716,tablet,black plastic tablet seen around computer lab,electronics,computer lab,lost
717,phone,white metal phone seen around parking area,phone,parking area,lost
718,umbrella,umbrella located in corridor area,accessory,corridor,found
719,textbook,red textbook spotted at library,book,library,found
720,headphones,found headphones with with name written in library,electronics,library,found
721,handbag,rubber handbag with name written around canteen,bag,canteen,lost
722,watch,silver plastic watch seen around corridor,accessory,corridor,lost
723,backpack,red metal backpack with logo near cafeteria,bag,cafeteria,found
724,pen drive,pen drive possibly left in library,electronics,library,lost
725,glasses,glasses of green color found in cafeteria,accessory,cafeteria,lost
726,headphones,purple headphones spotted at parking area,electronics,parking area,found
727,water bottle,rubber water bottle with logo around playground,accessory,playground,lost
728,water bottle,yellow water bottle spotted at cafeteria,accessory,cafeteria,lost
729,textbook,grey rubber textbook seen around corridor,book,corridor,found
730,charger,white metal charger seen around computer lab,electronics,computer lab,found
731,laptop,laptop located in library area,electronics,library,found
732,handbag,blue fabric handbag seen around cafeteria,bag,cafeteria,lost
733,power bank,power bank possibly left in playground,electronics,playground,lost
734,headphones,headphones located in auditorium area,electronics,auditorium,lost
735,backpack,black colored backpack near corridor,bag,corridor,found
736,pen drive,yellow pen drive spotted at bus stop,electronics,bus stop,lost
737,notebook,notebook possibly left in computer lab,stationery,computer lab,found
738,power bank,purple plastic power bank seen around classroom,electronics,classroom,found
739,laptop,laptop located in computer lab area,electronics,computer lab,lost
740,laptop,found laptop with with two pockets in auditorium,electronics,auditorium,lost
741,watch,watch of yellow color found in bus stop,accessory,bus stop,lost
742,id card,id card located in playground area,document,playground,found
743,backpack,yellow colored backpack near library,bag,library,lost
744,phone,grey phone spotted at auditorium,phone,auditorium,found
745,id card,id card possibly left in parking area,document,parking area,lost
746,headphones,headphones possibly left in auditorium,electronics,auditorium,lost
747,backpack,found backpack with with name written in playground,bag,playground,lost
748,power bank,power bank located in auditorium area,electronics,auditorium,lost
749,earbuds,silver metal earbuds with name written near cafeteria,electronics,cafeteria,lost
750,calculator,blue leather calculator seen around cafeteria,electronics,cafeteria,lost
751,handbag,handbag of grey color found in library,bag,library,found
752,water bottle,water bottle possibly left in library,accessory,library,lost
753,handbag,silver leather handbag with name written near library,bag,library,lost
754,power bank,metal power bank with logo around classroom,electronics,classroom,found
755,headphones,blue headphones spotted at parking area,electronics,parking area,lost
756,charger,charger located in classroom area,electronics,classroom,lost
757,handbag,white rubber handbag seen around parking area,bag,parking area,lost
758,calculator,blue colored calculator near parking area,electronics,parking area,found
759,notebook,purple metal notebook slightly damaged near playground,stationery,playground,found
760,umbrella,purple umbrella spotted at playground,accessory,playground,found
761,id card,green colored id card near bus stop,document,bus stop,found
762,earbuds,lost green earbuds close to parking area,electronics,parking area,lost
763,laptop,silver laptop spotted at canteen,electronics,canteen,lost
764,handbag,plastic handbag in good condition around corridor,bag,corridor,found
765,water bottle,red rubber water bottle with stickers near computer lab,accessory,computer lab,found
766,umbrella,umbrella possibly left in canteen,accessory,canteen,lost
767,charger,leather charger with zipper around bus stop,electronics,bus stop,found
768,id card,purple id card spotted at parking area,document,parking area,lost
769,backpack,yellow colored backpack near library,bag,library,found
770,calculator,black plastic calculator with zipper near auditorium,electronics,auditorium,found
771,notebook,white colored notebook near auditorium,stationery,auditorium,found
772,power bank,power bank of silver color found in auditorium,electronics,auditorium,lost
773,backpack,lost brown backpack close to computer lab,bag,computer lab,lost
774,laptop,plastic laptop in good condition around cafeteria,electronics,cafeteria,lost
775,wallet,plastic wallet with logo around canteen,wallet,canteen,found
776,earbuds,lost brown earbuds close to computer lab,electronics,computer lab,lost
777,charger,blue plastic charger with scratches near parking area,electronics,parking area,found
778,notebook,lost brown notebook close to bus stop,stationery,bus stop,found
779,pen drive,lost green pen drive close to parking area,electronics,parking area,lost
780,water bottle,grey metal water bottle seen around canteen,accessory,canteen,found
781,tablet,tablet of grey color found in corridor,electronics,corridor,found
782,backpack,grey rubber backpack seen around classroom,bag,classroom,lost
783,wallet,wallet of brown color found in playground,wallet,playground,found
784,glasses,lost green glasses close to computer lab,accessory,computer lab,found
785,notebook,notebook possibly left in canteen,stationery,canteen,lost
786,headphones,headphones possibly left in auditorium,electronics,auditorium,found
787,keys,keys located in bus stop area,accessory,bus stop,found
788,textbook,white colored textbook near library,book,library,found
789,water bottle,red water bottle spotted at computer lab,accessory,computer lab,lost
790,watch,watch located in library area,accessory,library,found
791,earbuds,leather earbuds with scratches around auditorium,electronics,auditorium,lost
792,earbuds,silver fabric earbuds with logo near parking area,electronics,parking area,found
793,umbrella,umbrella located in auditorium area,accessory,auditorium,found
794,backpack,backpack possibly left in library,bag,library,found
795,pen drive,black rubber pen drive seen around parking area,electronics,parking area,found
796,phone,red phone spotted at playground,phone,playground,found
797,id card,id card of green color found in bus stop,document,bus stop,lost
798,earbuds,silver earbuds spotted at library,electronics,library,found
799,phone,phone located in canteen area,phone,canteen,lost
800,tablet,black tablet spotted at canteen,electronics,canteen,lost
801,water bottle,silver metal water bottle with name written near auditorium,accessory,auditorium,lost
802,phone,phone located in parking area area,phone,parking area,lost
803,id card,lost blue id card close to library,document,library,lost
804,wallet,grey colored wallet near parking area,wallet,parking area,found
805,umbrella,lost yellow umbrella close to corridor,accessory,corridor,lost
806,umbrella,fabric umbrella with zipper around parking area,accessory,parking area,found
807,umbrella,umbrella of green color found in playground,accessory,playground,found
808,calculator,calculator located in auditorium area,electronics,auditorium,lost
809,handbag,handbag of purple color found in library,bag,library,lost
810,headphones,purple rubber headphones seen around auditorium,electronics,auditorium,lost
811,notebook,fabric notebook with logo around auditorium,stationery,auditorium,lost
812,calculator,red colored calculator near cafeteria,electronics,cafeteria,lost
813,id card,lost brown id card close to classroom,document,classroom,lost
814,phone,brown metal phone with logo near auditorium,phone,auditorium,lost
815,pen drive,found pen drive with with name written in auditorium,electronics,auditorium,lost
816,water bottle,brown colored water bottle near corridor,accessory,corridor,found
817,earbuds,earbuds located in library area,electronics,library,found
818,laptop,laptop possibly left in computer lab,electronics,computer lab,lost
819,backpack,backpack located in auditorium area,bag,auditorium,found
820,glasses,purple colored glasses near classroom,accessory,classroom,lost
821,power bank,lost brown power bank close to bus stop,electronics,bus stop,lost
822,pen drive,red colored pen drive near canteen,electronics,canteen,found
823,water bottle,fabric water bottle with stickers around classroom,accessory,classroom,found
824,glasses,lost black glasses close to classroom,accessory,classroom,found
825,textbook,leather textbook in good condition around parking area,book,parking area,lost
826,wallet,metal wallet with stickers around library,wallet,library,lost
827,watch,grey watch spotted at library,accessory,library,found
828,water bottle,lost yellow water bottle close to parking area,accessory,parking area,lost
829,pen drive,pen drive possibly left in classroom,electronics,classroom,lost
830,id card,id card of brown color found in bus stop,document,bus stop,lost
831,phone,phone possibly left in library,phone,library,lost
832,backpack,backpack of red color found in library,bag,library,found
833,umbrella,umbrella possibly left in bus stop,accessory,bus stop,found
834,charger,charger located in classroom area,electronics,classroom,found
835,charger,blue fabric charger seen around corridor,electronics,corridor,found
836,charger,blue charger spotted at auditorium,electronics,auditorium,found
837,power bank,black power bank spotted at library,electronics,library,lost
838,glasses,glasses of grey color found in playground,accessory,playground,found
839,calculator,fabric calculator with logo around parking area,electronics,parking area,lost
840,handbag,yellow colored handbag near canteen,bag,canteen,found
841,power bank,lost white power bank close to canteen,electronics,canteen,found
842,pen drive,green leather pen drive seen around parking area,electronics,parking area,found
843,watch,plastic watch with zipper around cafeteria,accessory,cafeteria,found
844,keys,leather keys with two pockets around auditorium,accessory,auditorium,lost
845,earbuds,earbuds possibly left in classroom,electronics,classroom,lost
846,wallet,wallet possibly left in corridor,wallet,corridor,lost
847,watch,watch located in computer lab area,accessory,computer lab,found
848,textbook,textbook located in library area,book,library,found
849,glasses,silver fabric glasses with logo near parking area,accessory,parking area,found
850,handbag,green colored handbag near corridor,bag,corridor,lost
851,keys,keys possibly left in parking area,accessory,parking area,found
852,pen drive,pen drive of blue color found in parking area,electronics,parking area,lost
853,glasses,grey glasses spotted at computer lab,accessory,computer lab,lost
854,keys,silver fabric keys slightly damaged near corridor,accessory,corridor,lost
855,earbuds,red earbuds spotted at corridor,electronics,corridor,lost
856,laptop,fabric laptop with stickers around playground,electronics,playground,found
857,id card,id card possibly left in computer lab,document,computer lab,lost
858,water bottle,lost red water bottle close to playground,accessory,playground,lost
859,backpack,white backpack spotted at auditorium,bag,auditorium,found
860,notebook,grey rubber notebook seen around parking area,stationery,parking area,lost
861,id card,metal id card slightly damaged around library,document,library,lost
862,watch,plastic watch with name written around canteen,accessory,canteen,lost
863,power bank,silver plastic power bank seen around library,electronics,library,found
864,earbuds,grey rubber earbuds with scratches near bus stop,electronics,bus stop,found
865,headphones,lost green headphones close to corridor,electronics,corridor,lost
866,keys,keys possibly left in canteen,accessory,canteen,found
867,phone,grey leather phone with zipper near playground,phone,playground,lost
868,tablet,tablet possibly left in classroom,electronics,classroom,found
869,earbuds,red earbuds spotted at cafeteria,electronics,cafeteria,found
870,keys,fabric keys with zipper around canteen,accessory,canteen,lost
871,notebook,leather notebook with two pockets around canteen,stationery,canteen,found
872,backpack,lost brown backpack close to corridor,bag,corridor,found
873,notebook,purple plastic notebook seen around corridor,stationery,corridor,found
874,charger,blue metal charger with logo near playground,electronics,playground,found
875,keys,red keys spotted at library,accessory,library,found
876,laptop,laptop of red color found in computer lab,electronics,computer lab,lost
877,tablet,black rubber tablet seen around playground,electronics,playground,lost
878,headphones,headphones located in computer lab area,electronics,computer lab,lost
879,phone,phone of red color found in library,phone,library,lost
880,calculator,calculator possibly left in cafeteria,electronics,cafeteria,found
881,laptop,yellow colored laptop near playground,electronics,playground,lost
882,calculator,green rubber calculator slightly damaged near library,electronics,library,found
883,notebook,notebook possibly left in corridor,stationery,corridor,found
884,wallet,wallet of black color found in classroom,wallet,classroom,found
885,watch,watch possibly left in parking area,accessory,parking area,found
886,watch,watch located in auditorium area,accessory,auditorium,lost
887,id card,green metal id card with two pockets near playground,document,playground,found
888,handbag,found handbag with with zipper in classroom,bag,classroom,lost
889,earbuds,grey earbuds spotted at corridor,electronics,corridor,found
890,pen drive,fabric pen drive with scratches around classroom,electronics,classroom,lost
891,power bank,power bank possibly left in classroom,electronics,classroom,found
892,water bottle,black fabric water bottle in good condition near bus stop,accessory,bus stop,found
893,pen drive,pen drive located in corridor area,electronics,corridor,found
894,charger,yellow charger spotted at computer lab,electronics,computer lab,lost
895,keys,keys of blue color found in auditorium,accessory,auditorium,found
896,charger,purple colored charger near auditorium,electronics,auditorium,lost
897,watch,watch located in auditorium area,accessory,auditorium,found
898,umbrella,umbrella possibly left in parking area,accessory,parking area,found
899,water bottle,blue colored water bottle near parking area,accessory,parking area,found
900,id card,rubber id card with zipper around canteen,document,canteen,lost
901,earbuds,yellow plastic earbuds in good condition near auditorium,electronics,auditorium,lost
902,wallet,lost blue wallet close to playground,wallet,playground,lost
903,earbuds,earbuds located in parking area area,electronics,parking area,found
904,pen drive,lost white pen drive close to classroom,electronics,classroom,lost
905,tablet,white tablet spotted at cafeteria,electronics,cafeteria,found
906,glasses,found glasses with with scratches in canteen,accessory,canteen,lost
907,umbrella,white umbrella spotted at classroom,accessory,classroom,found
908,power bank,white metal power bank with name written near computer lab,electronics,computer lab,found
909,calculator,green calculator spotted at auditorium,electronics,auditorium,lost
910,watch,lost red watch close to library,accessory,library,lost
911,notebook,white notebook spotted at canteen,stationery,canteen,found
912,earbuds,black metal earbuds with zipper near corridor,electronics,corridor,lost
913,backpack,backpack located in parking area area,bag,parking area,found
914,handbag,handbag located in parking area area,bag,parking area,found
915,calculator,calculator possibly left in classroom,electronics,classroom,found
916,laptop,brown leather laptop seen around cafeteria,electronics,cafeteria,found
917,glasses,purple glasses spotted at computer lab,accessory,computer lab,found
918,calculator,found calculator with with scratches in computer lab,electronics,computer lab,lost
919,charger,lost white charger close to computer lab,electronics,computer lab,lost
920,backpack,backpack possibly left in library,bag,library,found
921,backpack,backpack located in parking area area,bag,parking area,lost
922,laptop,laptop of brown color found in canteen,electronics,canteen,found
923,laptop,laptop located in canteen area,electronics,canteen,found
924,water bottle,water bottle located in canteen area,accessory,canteen,lost
925,power bank,blue colored power bank near bus stop,electronics,bus stop,found
926,watch,silver watch spotted at playground,accessory,playground,lost
927,watch,brown colored watch near bus stop,accessory,bus stop,lost
928,charger,yellow colored charger near computer lab,electronics,computer lab,lost
929,keys,keys of silver color found in bus stop,accessory,bus stop,found
930,backpack,white backpack spotted at parking area,bag,parking area,found
931,charger,yellow leather charger in good condition near playground,electronics,playground,found
932,calculator,lost red calculator close to computer lab,electronics,computer lab,found
933,laptop,laptop possibly left in classroom,electronics,classroom,lost
934,power bank,lost blue power bank close to bus stop,electronics,bus stop,lost
935,umbrella,green colored umbrella near computer lab,accessory,computer lab,lost
936,umbrella,umbrella possibly left in computer lab,accessory,computer lab,lost
937,tablet,tablet of purple color found in playground,electronics,playground,found
938,water bottle,blue leather water bottle with stickers near computer lab,accessory,computer lab,lost
939,pen drive,lost white pen drive close to bus stop,electronics,bus stop,lost
940,laptop,laptop located in computer lab area,electronics,computer lab,found
941,handbag,lost grey handbag close to cafeteria,bag,cafeteria,lost
942,umbrella,black rubber umbrella with two pockets near classroom,accessory,classroom,lost
943,headphones,headphones possibly left in parking area,electronics,parking area,found
944,pen drive,pen drive possibly left in auditorium,electronics,auditorium,found
945,keys,green metal keys seen around auditorium,accessory,auditorium,lost
946,power bank,lost yellow power bank close to classroom,electronics,classroom,found
947,calculator,calculator located in cafeteria area,electronics,cafeteria,found
948,backpack,green backpack spotted at parking area,bag,parking area,lost
949,backpack,found backpack with with zipper in bus stop,bag,bus stop,lost
950,charger,charger of black color found in computer lab,electronics,computer lab,lost
