_id,title,description,category,audience,department,section,priority,isPinned,expiryDate,createdAt,updatedAt,__v
69e2fde48a75c10c62fe8178,"CSE 327 Assignment White Box Testing Techniques","Assignment on Statement Coverage Branch Coverage and Path Coverage with examples due May 22 2026 via LMS. Draw control flow graphs and calculate coverage metrics.","academic","students","CSE","31A","high","false","2026-05-23T00:00:00.000Z","2026-05-13T00:00:00.000Z","2026-05-13T00:00:00.000Z","0"
69e2fde48a75c10c62fe8179,"Research Methodology Workshop for Faculty and Graduate Students","Research Cell conducts 2-day workshop on Research Methodology on May 24-25 2026 from 10 AM to 4 PM. Topics: literature review data analysis and academic writing. Registration required by May 20.","event","faculty","","","medium","false","2026-05-26T00:00:00.000Z","2026-05-10T00:00:00.000Z","2026-05-10T00:00:00.000Z","0"
69e2fde48a75c10c62fe8180,"Course Add-Drop Period Extended Spring 2026","Add-drop period for Spring 2026 extended until February 20 2026. Changes via student portal. No add-drop permitted after this date without special approval from Academic Council.","academic","students","","","high","false","2026-02-21T00:00:00.000Z","2026-02-10T00:00:00.000Z","2026-02-10T00:00:00.000Z","0"
69e2fde48a75c10c62fe8181,"Payment Receipt Verification Required","All students must verify payment receipts against online accounts by May 30 2026. Discrepancies must be reported to accounts department immediately. Clearance holds placed on unverified accounts.","general","students","","","medium","false","2026-05-31T00:00:00.000Z","2026-05-20T00:00:00.000Z","2026-05-20T00:00:00.000Z","0"
69e2fde48a75c10c62fe8182,"Student Grievance Redressal Cell Active","Confidential Grievance Redressal Cell available for students to report academic or administrative issues. Contact: grievances@portcity.edu.bd or walk-in Tuesday and Thursday 2-4 PM at Proctors Office.","general","students","","","low","false","2026-12-31T00:00:00.000Z","2026-05-01T00:00:00.000Z","2026-05-01T00:00:00.000Z","0"
69e2fde48a75c10c62fe8183,"5th Convocation Date Announcement","The 5th Convocation of Port City International University scheduled for September 25 2026. Eligible graduates will receive email notification with registration details. Rehearsal on September 24.","event","all","","","high","true","2026-09-26T00:00:00.000Z","2026-06-01T00:00:00.000Z","2026-06-01T00:00:00.000Z","0"
69e2fde48a75c10c62fe8184,"EEE 3210 VLSI Design Practical Lab Test","Practical lab test for VLSI Design scheduled May 29 2026 during regular lab hours. Bring lab notebooks and completed circuit designs. Viva voce component included.","exam","students","EEE","","high","false","2026-05-30T00:00:00.000Z","2026-05-19T00:00:00.000Z","2026-05-19T00:00:00.000Z","0"
69e2fde48a75c10c62fe8185,"Freelancing and Outsourcing Career Seminar","Career Development Center presents seminar on Freelancing and Outsourcing for students on May 30 2026 at 3 PM. Learn to earn while studying. Successful freelancers share experiences.","event","students","","","medium","false","2026-05-31T00:00:00.000Z","2026-05-20T00:00:00.000Z","2026-05-20T00:00:00.000Z","0"
69e2fde48a75c10c62fe8186,"Cyber Security Awareness Month May 2026 Activities","May is Cyber Security Awareness Month at PCIU. Quizzes poster competitions and expert workshops planned throughout the month. Grand prize for Cyber Security Champion. Check IT department notice board for schedule.","event","all","","","medium","false","2026-05-31T00:00:00.000Z","2026-05-01T00:00:00.000Z","2026-05-01T00:00:00.000Z","0"
69e2fde48a75c10c62fe8187,"BFT Annual Fashion Show Auditions","Auditions for BFT Annual Fashion Show 2026 on May 26 2026 at BFT Design Studio from 2 PM. Open to all BFT students. Bring portfolio and one finished garment.","event","students","BFT","","medium","false","2026-05-27T00:00:00.000Z","2026-05-16T00:00:00.000Z","2026-05-16T00:00:00.000Z","0"
69e2fde48a75c10c62fe8188,"Student Feedback on Cafeteria Services Requested","Students requested to provide feedback on cafeteria services through online survey form available on university portal. Survey closes May 28. Your input helps improve food quality and service.","general","students","","","low","false","2026-05-29T00:00:00.000Z","2026-05-18T00:00:00.000Z","2026-05-18T00:00:00.000Z","0"
69e2fde48a75c10c62fe8189,"International Conference on Computing and Informatics 2026 Call for Papers","PCIU hosts ICCI 2026 from December 10-12 2026. Call for papers now open. Submission deadline July 30 2026. Accepted papers published in Scopus-indexed proceedings. Visit conference website for topics.","event","faculty","","","high","true","2026-07-31T00:00:00.000Z","2026-05-01T00:00:00.000Z","2026-05-01T00:00:00.000Z","0"
69e2fde48a75c10c62fe8190,"CSE Lab Access During Eid-ul-Adha Holidays","CSE labs accessible for project and thesis students during Eid-ul-Adha holidays (June 25-July 5) from 9 AM to 5 PM. Valid ID and written supervisor approval required for access.","general","students","CSE","","medium","false","2026-07-06T00:00:00.000Z","2026-06-20T00:00:00.000Z","2026-06-20T00:00:00.000Z","0"
69e2fde48a75c10c62fe8191,"SE Project Team Formation Deadline","Last date to form groups for Software Engineering project is May 15 2026. Group leader must submit member list with names and IDs to course teacher by email. No changes after deadline.","academic","students","CSE","31A","urgent","true","2026-05-16T00:00:00.000Z","2026-05-08T00:00:00.000Z","2026-05-08T00:00:00.000Z","0"
69e2fde48a75c10c62fe8192,"ENF E-Waste Collection Drive June 2026","ENF department organizes e-waste collection drive from June 1-5 2026. Drop old electronics phones chargers cables at designated bins near main gate. Certified e-waste recycling ensured.","event","all","ENF","","low","false","2026-06-06T00:00:00.000Z","2026-05-25T00:00:00.000Z","2026-05-25T00:00:00.000Z","0"
69e2fde48a75c10c62fe8193,"CSE 327 Group Study Session STLC and V-Model","Peer-led group study session on Software Testing Life Cycle and V-Model on May 17 2026 from 4-6 PM at Library Study Room 3. Peer tutors available. Bring textbook and notes.","academic","students","CSE","31A","low","false","2026-05-18T00:00:00.000Z","2026-05-13T00:00:00.000Z","2026-05-13T00:00:00.000Z","0"
69e2fde48a75c10c62fe8194,"National Mourning Day Special Assembly August 15","Special prayer and discussion meeting on August 15 2026 at 10 AM in University Auditorium to observe National Mourning Day. Attendance mandatory for all students and staff.","event","all","","","high","true","2026-08-16T00:00:00.000Z","2026-08-10T00:00:00.000Z","2026-08-10T00:00:00.000Z","0"
69e2fde48a75c10c62fe8195,"CEN 4100 Structural Analysis Viva Voce Schedule","Viva voce examination for Structural Analysis course commences from May 23 2026. Individual time slots posted on CEN department board. Report 30 minutes before your scheduled time.","exam","students","CEN","","high","false","2026-05-30T00:00:00.000Z","2026-05-14T00:00:00.000Z","2026-05-14T00:00:00.000Z","0"
69e2fde48a75c10c62fe8196,"Visitor Policy and Campus Security Reminder","Visitors not allowed in classrooms and labs without prior permission from department head. All guests must sign in at security desk and wear visitor badge. Violations subject to disciplinary action.","general","all","","","low","false","2026-12-31T00:00:00.000Z","2026-05-01T00:00:00.000Z","2026-05-01T00:00:00.000Z","0"
69e2fde48a75c10c62fe8197,"Inter-University English Debate Championship Finals","English Department Debating Club hosts inter-university debate championship finals on May 31 2026 at 10 AM in Auditorium. Come support PCIU team. Admission free.","event","all","ENG","","medium","false","2026-06-01T00:00:00.000Z","2026-05-21T00:00:00.000Z","2026-05-21T00:00:00.000Z","0"
69e2fde48a75c10c62fe8198,"ENG 101 Permanent Classroom Change to Language Lab","Venue for ENG 101 lectures permanently shifted from Room 201 to Language Lab (Admin Building 2nd Floor) effective May 13 2026. Check updated routine on portal.","general","students","ENG","","medium","false","2026-06-13T00:00:00.000Z","2026-05-12T00:00:00.000Z","2026-05-12T00:00:00.000Z","0"
69e2fde48a75c10c62fe8199,"Student Startup Idea Pitch Competition 2026","Innovation and Entrepreneurship Club presents Startup Idea Pitch Competition on June 2 2026 at 2 PM. Winner receives seed funding of BDT 50000. Register by May 28 with one-page idea summary.","event","students","","","high","true","2026-05-29T00:00:00.000Z","2026-05-15T00:00:00.000Z","2026-05-15T00:00:00.000Z","0"
69e2fde48a75c10c62fe8200,"Final Clearance for Graduating Students June Deadline","Graduating students must obtain clearance from Library Accounts and Proctors Office by June 30 2026 to receive provisional certificates. Clearance form available at Registrar Office. No clearance no certificate.","general","students","","","urgent","true","2026-07-01T00:00:00.000Z","2026-06-01T00:00:00.000Z","2026-06-01T00:00:00.000Z","0"
